route_id,service_id,trip_id,direction_id,shape_id
224,137853,67875597,1,track-177219
224,137853,67875599,0,track-177218
224,137853,67875600,1,track-177219
224,137853,67875602,0,track-177218
224,137853,67875603,1,track-177219
224,137853,67875604,0,track-177218
224,137853,67875605,1,track-177219
224,137853,67875607,1,track-177219
224,137853,67875608,0,track-177218
224,137853,67875609,1,track-177219
224,137853,67875611,0,track-177218
224,137853,67875612,1,track-177219
224,137853,67875614,0,track-177218
224,137853,67875615,1,track-177219
224,137853,67875616,0,track-177218
224,137853,67875618,0,track-177218
224,137853,67875619,1,track-177219
224,137853,67875621,0,track-177218
224,137853,67875622,1,track-177219
224,137853,67875624,0,track-177218
